部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,秋考,志愿篇,问：考生/家长想知道强基计划的录取分数线？答：强基计划招生不公开录取分数。,"['(考生, 想知道, 强基计划的录取分数线)', '(家长, 想知道, 强基计划的录取分数线)', '(强基计划, 不公开, 录取分数)']"
高考学考,秋考,志愿篇,问：强基计划录取后是否可以放弃，参加后续批次录取？答：强基计划录取后，后续志愿自动失效。,"['(强基计划录取, 导致自动失效, 后续志愿)']"
高考学考,秋考,志愿篇,问：如何报考香港地区高校？答：目前有香港大学、香港中文大学、香港城市大学、香港科技大学、香港理工大学、香港浸会大学、岭南大学、香港教育大学、香港树仁大学、香港都会大学、香港演艺学院、珠海学院（香港）、香港恒生大学、东华学院和香港高等教育科技学院等15所香港地区高校在沪招收过本科自费生。参加当年秋季高考的上海市考生均可报考上述香港地区高校。香港高校中的香港中文大学和香港城市大学列入本科提前批次统一录取，有意报考香港中文大学或香港城市大学的考生，在填写志愿表时按规定的批次、代码填报即可。其他香港地区高校报名请根据高校要求在指定网站进行信息填报。,"['(香港中文大学, 录取批次, 本科提前批次)', '(香港城市大学, 列入, 本科提前批次)', '(上海市考生, 参加, 秋季高考)', '(香港地区高校, 在沪招收, 上海市本科自费生)', '(其他香港地区高校, 信息填报, 高校要求的指定网站)']"
高考学考,秋考,志愿篇,问：考生被香港地区高校录取后还可以参加内地高校的录取吗？答：根据教育部规定，考生若想要报考香港地区高校，必须参加当年普通高校秋季招生统一考试。除香港中文大学和香港城市大学纳入本科提前批次招生外，其余招生高校自主接受学生报名，有些高校还要进行测试、面试。凡被这些香港地区高校录取并经考生本人确认就读后，内地高校将不再录取（自综合评价批次起）。,"['(教育部, 规定, 考生报考香港地区高校必须参加普通高校秋季招生统一考试)', '(香港中文大学, 纳入, 本科提前批次)', '(香港城市大学, 纳入, 本科提前批次)', '(部分香港地区高校, 进行, 测试和面试)', '(内地高校, 不再录取, 被香港地区高校录取并确认就读的考生)']"
高考学考,秋考,志愿篇,问：收到香港高校要求缴纳留位费的通知，想取消录取资格？愿意缴纳香港高校要求的留位费，想参与内地高校的志愿录取？答：请考生或家长联系香港高校咨询。,"['(香港地区高校, 要求缴纳, 留位费)', '(考生及父母, 联系, 香港地区高校)', '(家长, 联系, 香港地区高校)']"
高考学考,秋考,志愿篇,问：考生收到香港高校的录取邮件通知，但思虑再三放弃入学资格。如何确认香港高校会将未录取的名单退回考试院？答：请考生或家长直接联系香港高校进行确认，香港地区多数以邮件进行最终确认或最终取消。,"['(考生, 收到, 香港高校的录取邮件通知)', '(香港地区高校, 退回未录取的名单至, 教育考试院)', '(考生及父母, 联系, 香港地区高校)', '(家长, 直接联系, 香港地区高校)', '(香港地区高校, 确认方式, 邮件)', '(邮件, 用于, 最终确认)']"
高考学考,秋考,志愿篇,问：考生报考了内地高校强基计划，同时也报考了香港高校。强基计划的确认时间和香港高校的签约时间刚好是在同一天。如果同时办理，最终是内地高校录取还是香港高校录取？答：因确认时间和签约时间重叠，建议考生慎重考虑。强基计划与香港高校只能二选其一。一旦同时办理，最终结果由考生自行承担。,[]
高考学考,秋考,志愿篇,"问：香港高校报名成功后孩子是不是要办理香港出入境手续？答：根据公安部、教育部规定，凡被香港地区高校录取的学生,凭香港地区高校的录取通知书、香港入境事务处签发的进入许可文件及本人身份证、户口簿到户口所在地的公安机关办理因私赴香港手续。","['(公安部, 联合发布规定, 教育部)', '(香港地区高校, 录取, 学生)', '(香港入境事务处, 签发, 进入许可文件)', '(被香港高校录取的学生, 办理, 因私赴香港手续)', '(因私赴香港手续, 所需材料, 录取通知书)', '(因私赴香港手续, 需提交, 进入许可文件)', '(因私赴香港手续, 需提供, 居民身份证)', '(因私赴香港手续, 需提交, 户口簿)', '(香港地区高校, 发放, 录取通知书)', '(因私赴香港手续, 办理地点, 户口所在地的公安机关)']"
高考学考,秋考,志愿篇,问：考生报考香港学校成功后户口是否要转移到香港？答：学生在香港就读期间，其内地户口不予注销。,"['(考生, 报考, 香港学校)', '(学生, 就读于, 香港学校)', '(学生, 保留, 内地户口)']"
高考学考,秋考,志愿篇,问：考生被澳门地区高校录取后还可以参加内地高校的录取吗？答：考生如收到内地或几所澳门地区高校的录取通知书，可选择一所学校报到注册。具体在沪招生信息参阅相关院校招生网站，有意向的上海考生可咨询相关招生高校。,"['(考生, 收到, 内地或澳门地区高校的录取通知书)', '(上海市考生, 咨询, 招生高校)']"
高考学考,秋考,志愿篇,问：澳门高校报名成功后孩子是不是要办理澳门出入境手续？答：根据公安部、教育部规定，凡被澳门地区高校录取的学生，凭澳门地区高校的录取通知书及本人身份证、户口簿到户口所在地的公安机关办理因私赴澳门手续。,"['(澳门地区高校, 发放, 录取通知书)', '(被澳门高校录取的学生, 需办理, 因私赴澳门手续)', '(因私赴澳门手续, 办理机构, 公安机关)', '(被澳门高校录取的学生, 需提供, 居民身份证)', '(学生, 需要, 户口簿)', '(澳门地区高校录取通知书, 作为凭证办理, 因私赴澳门手续)', '(居民身份证, 需提供, 因私赴澳门手续)', '(户口簿, 用于办理, 办理因私赴澳门手续)']"
高考学考,秋考,志愿篇,问：考生报考澳门学校成功后户口是否要转移到澳门？答：学生在澳门就读期间，其内地户口不予注销。,"['(考生, 报考, 澳门学校)', '(学生, 不予注销, 内地户口)']"
高考学考,秋考,志愿篇,问：什么是综合评价批次？答：本科阶段设置综合评价批次，主要选拔具有学科特长、创新潜质、综合素质高、全面发展的优秀学生。,"['(综合评价批次, 设置于, 本科阶段)', '(优秀学生, 具备, 学科特长)', '(优秀学生, 具有, 创新潜质)']"
高考学考,秋考,志愿篇,问：有哪些高校参与综合评价批次招生？答：2023年参加综合评价批次招生的院校有复旦大学(含复旦大学医学院)、上海交通大学(含上海交通大学医学院)、同济大学、华东师范大学、华东理工大学、东华大学、上海财经大学、上海外国语大学、上海大学、上海中医药大学、浙江大学。,"['(复旦大学, 参与, 综合评价批次招生)', '(复旦大学医学院, 参加, 综合评价批次招生)', '(上海交通大学, 参与, 综合评价批次招生)', '(同济大学, 参与, 综合评价批次招生)', '(华东师范大学, 参与, 综合评价批次招生)', '(华东理工大学, 参与, 综合评价批次招生)', '(东华大学, 参与, 综合评价批次招生)', '(上海财经大学, 参与, 综合评价批次招生)', '(上海外国语大学, 参加, 综合评价批次招生)', '(上海大学, 参加, 综合评价批次招生)', '(上海中医药大学, 参与, 综合评价批次招生)', '(浙江大学, 参与, 综合评价批次招生)']"
高考学考,秋考,志愿篇,"问：如何参与综合评价批次的招生？答：综合评价批次的招生流程大致如下：（1）各招生院校在其学校网站上公布综合评价批次《招生简章》，有意向的考生可依照《招生简章》中的要求，提出申请。各校根据要求审核考生资格,并在规定时间内通过学校网站公布获得“综合评价批次”入围资格的考生名单。（2）待高考成绩公布后，入围考生的高考文化成绩要达到特殊类型招生控制分数线，才可在规定时间内填报综合评价批次志愿。（3）各招生院校组织进档考生参加校测。未参加校测的进档考生,其校测成绩以0分计入，进入排序录取。（4）各招生院校按照考生的综合成绩按85%高考成绩+15%校测成绩进行排序录取。","['(招生高校, 公布, 综合评价批次招生简章)', '(考生, 提出, 申请)', '(招生高校, 审核, 考生资格)', '(入围考生, 需达到, 特殊类型招生控制分数线)', '(入围考生, 填报, 综合评价批次志愿)', '(招生高校, 组织, 校测)', '(未参加校测的进档考生, 校测成绩记为, 0分)']"
高考学考,秋考,志愿篇,问：考生什么时候可以填报综合评价批次志愿？答：2024年综评志愿填报时间为7月1日-2日每天8:00-17:00。本市应届高中毕业生由学籍所在中学统一安排；非本市应届高中毕业生由报名所在区招考机构统一安排。注：以上是2024年高考相关信息。,"['(本市学籍应届高中阶段毕业生, 统一安排, 学籍所在中学)', '(非本市应届高中阶段毕业生, 统一安排机构, 报名所在区招考机构)']"
高考学考,秋考,志愿篇,问：考生可以填写几个综合评价志愿？答：综评实行平行志愿。考生最多可以填报4个院校专业组志愿，每个院校专业组内最多可填报4个专业志愿。,"['(秋考, 属于, 高考学考)', '(志愿篇, 属于, 秋考)', '(综评, 实行, 平行志愿)']"
